"URL","HTTP status","Redirect chain","Final URL","Canonical","Robots","In sitemap","Server title","Server H1","Correct initial HTML","Potential duplicate","Recommended action","Notes"
"https://cabinetdentairesete.fr/invisalign-marseillan","308","308 -> /invisalign-marseillan/ | 200","https://cabinetdentairesete.fr/invisalign-marseillan/","https://cabinetdentairesete.fr/invisalign-marseillan","index,follow,max-image-preview:large","Yes","Invisalign Marseillan : un traitement discret compatible avec une vie mobile","Invisalign proche de Marseillan : une orthodontie invisible pensee pour les patients mobiles","Yes","Nearby-city template overlap","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Invisalign proche de Marseillan : flexibilite du suivi, organisation selon les sejours, gouttieres transparentes et traitement discret pour adultes mobiles. Server schema: Dentist, Organization, WebSite, BreadcrumbList. Requires human review for local uniqueness and doorway-page risk."
"https://cabinetdentairesete.fr/orthodontie-invisible-agde","308","308 -> /orthodontie-invisible-agde/ | 200","https://cabinetdentairesete.fr/orthodontie-invisible-agde/","https://cabinetdentairesete.fr/orthodontie-invisible-agde","index,follow,max-image-preview:large","Yes","Orthodontie invisible Agde : traitement discret et flexible proche de Sete","Orthodontie invisible proche d'Agde : un traitement discret adapte aux adultes","Yes","Nearby-city template overlap","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Orthodontie invisible proche d'Agde : aligneurs transparents, suivi espace, traitement esthetique adulte et organisation souple du sourire. Server schema: Dentist, Organization, WebSite, BreadcrumbList. Requires human review for local uniqueness and doorway-page risk."
"https://cabinetdentairesete.fr/orthodontie-adulte-balaruc-les-bains","308","308 -> /orthodontie-adulte-balaruc-les-bains/ | 200","https://cabinetdentairesete.fr/orthodontie-adulte-balaruc-les-bains/","https://cabinetdentairesete.fr/orthodontie-adulte-balaruc-les-bains","index,follow,max-image-preview:large","Yes","Orthodontie adulte et implantologie Balaruc-les-Bains : retrouver confort et confiance","A proximite de Balaruc-les-Bains : il n'est jamais trop tard pour rehabiliter son sourire","Yes","Nearby-city template overlap","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Orthodontie adulte et implantologie proche de Balaruc-les-Bains : alignement discret, implants BioTech, rehabilitation du sourire et approche rassurante pour seniors. Server schema: Dentist, Organization, WebSite, BreadcrumbList. Requires human review for local uniqueness and doorway-page risk."
"https://cabinetdentairesete.fr/invisalign-bassin-de-thau","308","308 -> /invisalign-bassin-de-thau/ | 200","https://cabinetdentairesete.fr/invisalign-bassin-de-thau/","https://cabinetdentairesete.fr/invisalign-bassin-de-thau","index,follow,max-image-preview:large","Yes","Invisalign Bassin de Thau : cabinet de reference a Sete pour votre sourire","Bassin de Thau : un cabinet a Sete qui rayonne sur toute la region pour le sourire","Yes","Nearby-city template overlap","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Invisalign et implantologie dans le Bassin de Thau : cabinet a Sete, pages locales par ville et prise en charge regionale du sourire. Server schema: Dentist, Organization, WebSite, BreadcrumbList. Requires human review for local uniqueness and doorway-page risk."
"https://cabinetdentairesete.fr/blog/orthodontie-sete-quand-consulter-alignement-dentaire","308","308 -> /blog/orthodontie-sete-quand-consulter-alignement-dentaire/ | 200","https://cabinetdentairesete.fr/blog/orthodontie-sete-quand-consulter-alignement-dentaire/","https://cabinetdentairesete.fr/blog/orthodontie-sete-quand-consulter-alignement-dentaire","index,follow,max-image-preview:large","Yes","Orthodontie à Sète : quand consulter ?","Orthodontie à Sète : quand consulter pour un alignement dentaire ?","Yes","No","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Dents chevauchées, espaces, gêne ou doute esthétique : découvrez quand demander un bilan d’orthodontie à Sète. Server schema: Dentist, Organization, WebSite, BreadcrumbList."
"https://cabinetdentairesete.fr/blog/orthodontie-adulte-sete-questions-avant-traitement","308","308 -> /blog/orthodontie-adulte-sete-questions-avant-traitement/ | 200","https://cabinetdentairesete.fr/blog/orthodontie-adulte-sete-questions-avant-traitement/","https://cabinetdentairesete.fr/blog/orthodontie-adulte-sete-questions-avant-traitement","index,follow,max-image-preview:large","Yes","Orthodontie adulte à Sète : 12 questions utiles","Orthodontie adulte à Sète : 12 questions à se poser avant de commencer","Yes","No","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Âge, discrétion, durée, entretien, budget : 12 questions à se poser avant d’envisager une orthodontie adulte à Sète. Server schema: Dentist, Organization, WebSite, BreadcrumbList."
"https://cabinetdentairesete.fr/blog/dents-chevauchees-espaces-visibles-correction-sete","308","308 -> /blog/dents-chevauchees-espaces-visibles-correction-sete/ | 200","https://cabinetdentairesete.fr/blog/dents-chevauchees-espaces-visibles-correction-sete/","https://cabinetdentairesete.fr/blog/dents-chevauchees-espaces-visibles-correction-sete","index,follow,max-image-preview:large","Yes","Dents chevauchées ou espacées à Sète : que faire ?","Dents qui se chevauchent ou espaces visibles : quand envisager une correction à Sète ?","Yes","No","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Chevauchement, écart entre les dents, gêne au sourire : découvrez quand parler d’une correction d’alignement à Sète. Server schema: Dentist, Organization, WebSite, BreadcrumbList."
"https://cabinetdentairesete.fr/blog/dents-qui-rebougent-apres-appareil-sete","308","308 -> /blog/dents-qui-rebougent-apres-appareil-sete/ | 200","https://cabinetdentairesete.fr/blog/dents-qui-rebougent-apres-appareil-sete/","https://cabinetdentairesete.fr/blog/dents-qui-rebougent-apres-appareil-sete","index,follow,max-image-preview:large","Yes","Dents qui rebougent après un appareil : que faire ?","Dents qui rebougent après un appareil : que faire à Sète ?","Yes","No","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Vous avez déjà eu un appareil et vos dents semblent bouger ? Découvrez pourquoi cela peut arriver et quand consulter à Sète. Server schema: Dentist, Organization, WebSite, BreadcrumbList."
"https://cabinetdentairesete.fr/blog/orthodontie-bassin-de-thau-suivi-sete","308","308 -> /blog/orthodontie-bassin-de-thau-suivi-sete/ | 200","https://cabinetdentairesete.fr/blog/orthodontie-bassin-de-thau-suivi-sete/","https://cabinetdentairesete.fr/blog/orthodontie-bassin-de-thau-suivi-sete","index,follow,max-image-preview:large","Yes","Orthodontie Bassin de Thau : l’intérêt du suivi à Sète","Orthodontie dans le Bassin de Thau : pourquoi le suivi à Sète peut compter","Yes","Nearby-city template overlap","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Mèze, Frontignan, Balaruc, Agde : découvrez pourquoi un suivi accessible à Sète peut compter en orthodontie. Server schema: Dentist, Organization, WebSite, BreadcrumbList. Requires human review for local uniqueness and doorway-page risk."
"https://cabinetdentairesete.fr/blog/orthodontie-invisible-sete-questions-avant-bilan","308","308 -> /blog/orthodontie-invisible-sete-questions-avant-bilan/ | 200","https://cabinetdentairesete.fr/blog/orthodontie-invisible-sete-questions-avant-bilan/","https://cabinetdentairesete.fr/blog/orthodontie-invisible-sete-questions-avant-bilan","index,follow,max-image-preview:large","Yes","Orthodontie invisible à Sète : avant le bilan","Orthodontie invisible à Sète : les questions essentielles avant un premier bilan","Yes","No","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Aligneurs, durée, contraintes, éligibilité : les questions importantes à se poser avant un bilan d’orthodontie invisible à Sète. Server schema: Dentist, Organization, WebSite, BreadcrumbList."
"https://cabinetdentairesete.fr/blog/invisalign-aligneurs-transparents-gouttieres-differences","308","308 -> /blog/invisalign-aligneurs-transparents-gouttieres-differences/ | 200","https://cabinetdentairesete.fr/blog/invisalign-aligneurs-transparents-gouttieres-differences/","https://cabinetdentairesete.fr/blog/invisalign-aligneurs-transparents-gouttieres-differences","index,follow,max-image-preview:large","Yes","Invisalign, aligneurs, gouttières : bien comprendre","Invisalign, aligneurs transparents, gouttières : ce qu’il faut vraiment comprendre","Yes","No","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Invisalign, aligneurs transparents, gouttières invisibles : découvrez ce que ces termes désignent vraiment avant un bilan à Sète. Server schema: Dentist, Organization, WebSite, BreadcrumbList."
"https://cabinetdentairesete.fr/blog/duree-orthodontie-invisible-sete","308","308 -> /blog/duree-orthodontie-invisible-sete/ | 200","https://cabinetdentairesete.fr/blog/duree-orthodontie-invisible-sete/","https://cabinetdentairesete.fr/blog/duree-orthodontie-invisible-sete","index,follow,max-image-preview:large","Yes","Durée orthodontie invisible à Sète : ce qui varie","Combien de temps dure une orthodontie invisible à Sète ? Ce qui fait varier le traitement","Yes","No","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: La durée d’une orthodontie invisible varie selon le cas, le port des aligneurs et le suivi. Voici ce qu’il faut comprendre avant un bilan. Server schema: Dentist, Organization, WebSite, BreadcrumbList."
"https://cabinetdentairesete.fr/blog/orthodontie-invisible-quotidien-repas-entretien-parole","308","308 -> /blog/orthodontie-invisible-quotidien-repas-entretien-parole/ | 200","https://cabinetdentairesete.fr/blog/orthodontie-invisible-quotidien-repas-entretien-parole/","https://cabinetdentairesete.fr/blog/orthodontie-invisible-quotidien-repas-entretien-parole","index,follow,max-image-preview:large","Yes","Orthodontie invisible au quotidien : ce qui change","Orthodontie invisible au quotidien : repas, entretien, parole et rythme de vie","Yes","No","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Repas, entretien, parole, rythme de vie : voici ce qu’il faut anticiper au quotidien avec des aligneurs transparents. Server schema: Dentist, Organization, WebSite, BreadcrumbList."
"https://cabinetdentairesete.fr/blog/orthodontie-invisible-adulte-30-40-50-ans","308","308 -> /blog/orthodontie-invisible-adulte-30-40-50-ans/ | 200","https://cabinetdentairesete.fr/blog/orthodontie-invisible-adulte-30-40-50-ans/","https://cabinetdentairesete.fr/blog/orthodontie-invisible-adulte-30-40-50-ans","index,follow,max-image-preview:large","Yes","Orthodontie invisible adulte : 30, 40, 50 ans","Orthodontie invisible après 30, 40 ou 50 ans : ce qui change vraiment","Yes","No","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Après 30, 40 ou 50 ans, l’orthodontie invisible peut-elle être envisagée ? Ce qui compte vraiment avant un bilan à Sète. Server schema: Dentist, Organization, WebSite, BreadcrumbList."
"https://cabinetdentairesete.fr/blog/orthodontie-invisible-adolescent-sete","308","308 -> /blog/orthodontie-invisible-adolescent-sete/ | 200","https://cabinetdentairesete.fr/blog/orthodontie-invisible-adolescent-sete/","https://cabinetdentairesete.fr/blog/orthodontie-invisible-adolescent-sete","index,follow,max-image-preview:large","Yes","Orthodontie invisible adolescent à Sète : en parler ?","Orthodontie invisible chez l’adolescent à Sète : pour quels profils en parler ?","Yes","No","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Aligneurs transparents chez l’adolescent : dans quels cas en discuter à Sète, quelles questions se poser et pourquoi un bilan est essentiel. Server schema: Dentist, Organization, WebSite, BreadcrumbList."
"https://cabinetdentairesete.fr/blog/premier-bilan-orthodontie-invisible-sete","308","308 -> /blog/premier-bilan-orthodontie-invisible-sete/ | 200","https://cabinetdentairesete.fr/blog/premier-bilan-orthodontie-invisible-sete/","https://cabinetdentairesete.fr/blog/premier-bilan-orthodontie-invisible-sete","index,follow,max-image-preview:large","Yes","Premier bilan d’orthodontie invisible à Sète","Premier bilan d’orthodontie invisible à Sète : à quoi s’attendre ?","Yes","No","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Examen, questions, discussion des options : découvrez à quoi sert un premier bilan d’orthodontie invisible à Sète. Server schema: Dentist, Organization, WebSite, BreadcrumbList."
"https://cabinetdentairesete.fr/blog/verite-invisalign-taquets-temps-port-gene","308","308 -> /blog/verite-invisalign-taquets-temps-port-gene/ | 200","https://cabinetdentairesete.fr/blog/verite-invisalign-taquets-temps-port-gene/","https://cabinetdentairesete.fr/blog/verite-invisalign-taquets-temps-port-gene","index,follow,max-image-preview:large","Yes","La verite sur Invisalign : taquets, temps de port et gene au quotidien","La verite sur Invisalign : taquets, temps de port et gene au quotidien","Yes","No","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Taquets Invisalign, port 22 h/24, gene, zézaiement : un article clair et rassurant pour comprendre le quotidien de l'orthodontie invisible a Sete. Server schema: Dentist, Organization, WebSite, BreadcrumbList."
"https://cabinetdentairesete.fr/blog/prix-orthodontie-invisible-sete","308","308 -> /blog/prix-orthodontie-invisible-sete/ | 200","https://cabinetdentairesete.fr/blog/prix-orthodontie-invisible-sete/","https://cabinetdentairesete.fr/blog/prix-orthodontie-invisible-sete","index,follow,max-image-preview:large","Yes","Quel est le vrai prix de l'orthodontie invisible a Sete ?","Quel est le vrai prix de l'orthodontie invisible a Sete ?","Yes","/prix-orthodontie-invisible-sete","MERGE","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Quel est le vrai prix de l'orthodontie invisible a Sete ? Un article clair sur les facteurs de cout, la mutuelle, le devis et la logique du traitement. Server schema: Dentist, Organization, WebSite, BreadcrumbList. Substantial topic overlap with the price pillar; consolidate."
"https://cabinetdentairesete.fr/blog/aligner-dents-avant-implant","308","308 -> /blog/aligner-dents-avant-implant/ | 200","https://cabinetdentairesete.fr/blog/aligner-dents-avant-implant/","https://cabinetdentairesete.fr/blog/aligner-dents-avant-implant","index,follow,max-image-preview:large","Yes","Faut-il aligner ses dents avant de poser un implant ?","Faut-il aligner ses dents avant de poser un implant ?","Yes","No","FIX_REDIRECT","Final 200. Final URL has a trailing slash but canonical does not. Route-specific initial HTML. Meta description: Aligner ses dents avant un implant : un article de liaison entre orthodontie invisible et implantologie pour comprendre la logique d'une rehabilitation du sourire. Server schema: Dentist, Organization, WebSite, BreadcrumbList."


